Instance ATime AGood AGoodD AGoodBR AGoodBC ABorderC ABorderR ABlocksTry ABlocks AAveNZs AMaxNZs AMinNZs AisDBDF KMaxTime KTimeRemove KNRemove KNRemoveInner KTimeMerge KNMerge KNMergeInner KTimeComm KNComm KTimeOverall KGood KGoodD KGoodB Kborder KNBlocks KNBlocksNonT KAveNZs KMaxNZs KMinNZs KTimeToBest KIterOuterBest KNMergeInnerBest KNRemoveInnerBest RootBound RootGap TimeRootNode
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/berlin_5_8_0_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.060 5 34 0.062 5 97 0.046 23 0.126 0.106 0.574 0.185 0.337 3 3 850.667 1181 217 0.067 1 41 18 52.340 29.921 1823.113
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bg512142_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.115 5 77 0.043 5 116 0.092 39 0.162 0.545 0.662 0.823 0.039 3 3 1083.667 1196 902 0.075 1 52 33 170297.058 24.628 3504.490
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bglng_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.099 2 6 0.001 1 1 0.089 6 0.110 0.901 0.990 0.910 0.019 100 100 365.000 365 365 0.089 0 0 5 -95.427 0.032 4.989
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bglngship1_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 9.204 5 104 0.805 5 42 7.543 32 10.084 0.599 0.938 0.639 0.090 22 22 17528.227 66433 14318 8.627 0 22 99 5864892158.7 4.730 3576.449
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bglngship2_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 15.977 4 196 2.499 4 161 13.374 71 18.526 0.801 0.963 0.831 0.037 29 29 10661.448 12311 3003 7.892 0 37 105 4906453187.0 3.230 111.208
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bglngship3_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 9.849 3 103 0.953 2 47 8.086 31 10.851 0.609 0.945 0.644 0.088 24 24 17484.792 64359 14642 10.375 1 35 103 5879242180.4 5.808 3574.753
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/biella1_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 1.907 5 331 0.220 5 131 1.491 142 2.135 0.148 0.606 0.244 0.282 3 3 5037.667 8018 3047 2.131 4 129 331 3059815.737 6.493 3594.126
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bienst1_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.033 2 23 0.005 1 20 0.027 18 0.045 0.298 0.944 0.315 0.231 49 49 17.306 176 14 0.035 0 0 20 11.724 326.471 2.101
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bienst2_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.031 2 23 0.004 1 20 0.026 18 0.046 0.298 0.944 0.315 0.231 49 49 17.306 176 14 0.037 0 0 20 11.724 390.441 1.995
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bier127MTZ_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 3.528 5 122 135.796 5 4810 3.156 66 139.434 0.122 0.637 0.191 0.331 3676 3676 11.200 21608 2 3.467 0 9 32 112276.000 19.109 3318.308
