Instance ATime AGood AGoodD AGoodBR AGoodBC ABorderC ABorderR ABlocksTry ABlocks AAveNZs AMaxNZs AMinNZs AisDBDF KMaxTime KTimeRemove KNRemove KNRemoveInner KTimeMerge KNMerge KNMergeInner KTimeComm KNComm KTimeOverall KGood KGoodD KGoodB Kborder KNBlocks KNBlocksNonT KAveNZs KMaxNZs KMinNZs KTimeToBest KIterOuterBest KNMergeInnerBest KNRemoveInnerBest RootBound RootGap TimeRootNode
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/biella1_decomp_automatic1_log.txt:FS: 0.278 0.240 0.499 0.502 0.958 0.002 0.138 2 2 11348.500 11805 10892 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 3060629.514 6.972 3587.876
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bienst1_decomp_automatic1_log.txt:FS: 0.019 0.190 0.752 0.492 0.513 0.033 0.142 4 6 236.167 413 6 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 38.978 41.746 8.543
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bienst2_decomp_automatic1_log.txt:FS: 0.019 0.176 0.474 0.530 0.700 0.018 0.127 2 7 218.143 981 4 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 39.157 49.947 123.895
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bier127MTZ_decomp_automatic1_log.txt:FS: 0.360 0.489 0.739 0.957 0.691 0.018 0.009 4 4 17159.250 23189 14412 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 112276.000 30.860 3595.971
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bills_snowflake_decomp_automatic1_log.txt:FS: 0.048 0.311 0.927 0.359 0.932 0.004 0.205 13 20 100.650 310 10 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 18.546 201.951 5.286
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/binkar10_1_decomp_automatic1_log.txt:FS: 0.020 0.708 0.863 0.820 1.000 0.000 0.040 2 10 293.600 563 18 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 6696.219 0.830 5.546
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/blend2_decomp_automatic1_log.txt:FS: 0.006 0.678 0.986 0.687 1.000 0.000 0.075 7 74 4.973 8 2 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 7.044 9.805 0.381
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bmik_250_10_100_3_decomp_automatic1_log.txt:FS: 0.012 0.188 0.488 1.000 0.386 0.048 0.000 2 2 1060.500 1225 896 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -70122.348 0.263 9.384
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bmik_500_10_100_5_decomp_automatic1_log.txt:FS: 0.009 0.188 0.500 0.975 0.386 0.048 0.005 2 2 1253.500 1261 1246 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -68073.714 0.240 19.252
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bmik_500_5_75_4_decomp_automatic1_log.txt:FS: 0.009 0.217 0.454 0.909 0.525 0.032 0.019 2 2 549.000 715 383 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -51781.232 0.277 1.428
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bnatt350_decomp_automatic1_log.txt:FS: 0.066 0.086 0.498 0.990 0.175 0.087 0.002 2 2 6828.500 7207 6450 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 0.000 1.340781E156 1581.671
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bnatt400_decomp_automatic1_log.txt:FS: 0.071 0.074 0.494 0.992 0.151 0.095 0.002 2 2 7509.500 8298 6721 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 0.000 1.340781E156 3584.624
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/boa_mpo72_decomp_automatic1_log.txt:FS: 0.027 0.090 0.946 0.096 1.000 0.000 0.470 2 38 638.447 2808 300 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 26.437 0.005 2.467
